,Unnamed: 0,_id,ltable_Id,rtable_Id,ltable_Name,ltable_Street,ltable_Address,ltable_Cuisines,ltable_Take Out,rtable_Name,rtable_Street,rtable_Address,rtable_Cuisines,rtable_Take Out,label
309,809,809,2064,1889,sweetgreen,1164 broadway ,"1164 broadway new york city, ny 10001-7512",American;Fast Food;Healthy,Yes,sweetgreen,1164 broadway,1164 broadwaynew york ny 10001,Salad;Vegetarian,Yes,1
572,1560,1560,3749,2814,crown,24 e 81st st ,"24 e 81st st new york city, ny 10028-0226",Contemporary,No,sistina,24 e 81st st,24 e 81st stnew york ny 10028,Italian,No,0
217,588,588,1463,2865,the palm tribeca,206 west st ,"206 west st new york city, ny 10282-2101",American;Steakhouse;Gluten Free Options,No,the palm tribeca,206 west st,206 west stnew york ny 10282,Steakhouses;Seafood,Yes,1
27,71,71,180,3003,marea,240 central park s ,"240 central park s new york city, ny 10019-1457",Italian;Seafood;Mediterranean,No,marea,240 central park s,240 central park snew york ny 10019,Seafood;Bars,No,1
491,1324,1324,3182,2660,sardi's restaurant,234 w 44th st ,"234 w 44th st new york city, ny 10036-3909",Italian;American;International,No,sardi’s,234 w 44th st,234 w 44th stnew york ny 10036,American (Traditional);Italian;Steakhouses,No,1
589,1607,1607,3859,2280,rouge tomate chelsea,126 w 18th st ,"126 w 18th st new york city, ny 10011-5403",American;Healthy;Vegetarian Friendly,No,rouge tomate chelsea,126 w 18th st,126 w 18th stnew york ny 10011,American (New);Bars,No,1
156,409,409,1014,2984,al fiori,400 5th ave ,"400 5th ave new york city, ny 10018-2753",Italian;French;Seafood,No,ai fiori,400 5th aveste 2,400 5th aveste 2new york ny 10018,Italian;French;Cocktail Bars,No,1
492,1329,1329,3193,2609,fiorini,209 e 56th st ,"209 e 56th st new york city, ny 10022-3705",Italian,No,amata,209 e 56th st,209 e 56th stnew york ny 10022,Italian,Yes,0
505,1374,1374,3292,1972,potbelly sandwich works,30 rockefeller plz ,"30 rockefeller plz new york city, ny 10112-0015",American;Fast Food;Soups,Yes,bar sixtyfive,30 rockefeller plzfl 65,30 rockefeller plzfl 65new york ny 10112,Cocktail Bars;Venues & Event Spaces;American (New),No,0
138,369,369,925,936,juliana's pizza,"19 old fulton st brooklyn, ny 11201-132","19 old fulton st brooklyn, ny 11201-1322",Pizza,Yes,juliana’s pizza,19 old fulton stbrooklyn ,19 old fulton stbrooklyn ny 11201,Pizza,Yes,1
212,558,558,1396,1797,barney greengrass,541 amsterdam ave ,"541 amsterdam ave new york city, ny 10024-2803",American;Delicatessen;Vegetarian Friendly,Yes,barney greengrass,541 amsterdam ave,541 amsterdam avenew york ny 10024,Specialty Food;Delis;Bagels,Yes,1
104,284,284,706,3034,michael jordan's the steak house n.y.c.,23 vanderbilt ave ,"23 vanderbilt ave new york city, ny 10017-3804",American;Steakhouse;Gluten Free Options,No,michael jordan’s the steak house n.y.c,23 vanderbilt avegrand central terminal,23 vanderbilt avegrand central terminalnew york ny 10017,Steakhouses;Cocktail Bars;Wine Bars,No,1
571,1559,1559,3748,2523,cellini,65 e 54th st ,"65 e 54th st new york city, ny 10022-4224",Italian;Vegetarian Friendly;Gluten Free Options,No,cellini restaurant,65 e 54th st,65 e 54th stnew york ny 10022,Italian,Yes,1
506,1375,1375,3292,1973,potbelly sandwich works,30 rockefeller plz ,"30 rockefeller plz new york city, ny 10112-0015",American;Fast Food;Soups,Yes,rainbow room,30 rockefeller plzfl 65,30 rockefeller plzfl 65new york ny 10112,American (New);Venues & Event Spaces,No,0
527,1439,1439,3432,2464,brasserie 8 1/2,9 w 57th st ,"9 w 57th st new york city, ny 10019-2701",French;Vegetarian Friendly;Gluten Free Options,No,brasserie 8 1/2,9 w 57th st,9 w 57th stnew york ny 10019,American (New);French,No,1
215,581,581,1435,2700,alcala,246 e 44th st ,"246 e 44th st new york city, ny 10017-4357",Mediterranean;Spanish;Vegetarian Friendly,No,alcala restaurant,246 e 44th st,246 e 44th stnew york ny 10017,Spanish;Basque,Yes,1
534,1459,1459,3486,2363,44 & x,622 10th ave ,"622 10th ave new york city, ny 10036-3004",American;Vegetarian Friendly;Vegan Options,No,44 & x hell’s kitchen,622 10th ave,622 10th avenew york ny 10036,American (New);Breakfast & Brunch;Bars,Yes,1
189,493,493,1211,428,maoz vegetarian,38 union sq e ,"38 union sq e new york city, ny 10003-3210",Fast Food;Middle Eastern;Israeli,Yes,maoz vegetarian,38 union sq e,38 union sq enew york ny 10003,Middle Eastern;Vegetarian;Fast Food,Yes,1
214,579,579,1430,2601,new leaf restaurant & bar,1 margaret corbin dr ,"1 margaret corbin dr new york city, ny 10040-3761",American;Vegetarian Friendly;Gluten Free Options,No,new leaf restaurant & bar,1 margaret corbin dr,1 margaret corbin drnew york ny 10040,Bars;American (New);Venues & Event Spaces,Yes,1
553,1513,1513,3627,436,moe's southwest grill,1029a avenue of the americas ,"1029a avenue of the americas new york city, ny 10018-5408",Mexican;Fast Food,No,chick-fil-a,1000 avenue of the americas,1000 avenue of the americasnew york ny 10018,Fast Food,Yes,0
204,533,533,1333,2961,felidia,243 e 58th st ,"243 e 58th st new york city, ny 10022-1201",Italian;Vegetarian Friendly;Gluten Free Options,No,felidia,243 e 58th st,243 e 58th stnew york ny 10022,Italian,No,1
234,624,624,1578,2698,wolf & lamb steakhouse,16 e 48th st ,"16 e 48th st new york city, ny 10017-1008",Steakhouse;Kosher,Yes,wolf & lamb steakhouse,10 e 48th st,10 e 48th stnew york ny 10017,Steakhouses;Kosher;American (Traditional),Yes,1
259,687,687,1800,1444,marcha,4055 broadway ,"4055 broadway new york city, ny 10032-1516",Spanish,No,marcha cocina,4055 broadway,4055 broadwaynew york ny 10032,Tapas Bars;Tapas/Small Plates;Spanish,Yes,1
67,170,170,431,123,pickler & co,216 e 45th st ,"216 e 45th st new york city, ny 10017-3304",Delicatessen,No,pickler & co,216 e 45th st,216 e 45th stnew york ny 10017,Coffee & Tea;Sandwiches;Burgers,No,1
24,67,67,169,711,food gallery 32,11 w 32nd st ,"11 w 32nd st new york city, ny 10001-3819",Asian;Korean,Yes,sweet churros,11 w 32nd st,11 w 32nd stnew york ny 10001,Coffee & Tea;Desserts;Ice Cream & Frozen Yogurt,Yes,0
381,1047,1047,2676,26,taim west village,222 waverly pl ,"222 waverly pl new york city, ny 10014-2404",Fast Food;Mediterranean;Middle Eastern,Yes,taim west village,222 waverly pl,222 waverly plnew york ny 10014,Vegetarian;Falafel,Yes,1
216,585,585,1445,1905,club a steakhouse,240 e 58th street ,"240 e 58th street new york city, ny 10022-2001",American;Steakhouse;Gluten Free Options,Yes,club a steakhouse,240 e 58th st,240 e 58th stnew york ny 10022,Steakhouses,Yes,1
300,796,796,2025,2027,bowery meat,9 e 1st st ,"9 e 1st st new york city, ny 10003-8901",American;Steakhouse;Gluten Free Options,No,bowery meat company,9 e 1st st,9 e 1st stnew york ny 10003,Steakhouses,Yes,1
453,1221,1221,3012,1549,giovanni rana pastificio e cucina,75 9th ave ,"75 9th ave new york city, ny 10011-7006",Italian;Mediterranean;Vegetarian Friendly,Yes,dizengoff nyc,75 9th ave,75 9th avenew york ny 10011,Middle Eastern,Yes,0
223,602,602,1519,2321,da noi,214 e 49th st ,"214 e 49th st new york city, ny 10017-1565",Italian;Vegetarian Friendly;Gluten Free Options,Yes,da noi,214 e 49th st,214 e 49th stnew york ny 10017,Italian;Venues & Event Spaces,Yes,1
129,335,335,821,3146,bobby van's central park south,40 central park s ,"40 central park s new york city, ny 10019-1633",American;Steakhouse;Vegetarian Friendly,No,bobby van’s cps,40 central park s,40 central park snew york ny 10019,Steakhouses;American (New),Yes,1
349,935,935,2429,1471,pippali,129 e 27th st ,"129 e 27th st new york city, ny 10016-8959",Indian;Asian;Vegetarian Friendly,Yes,pippali,129 e 27th st,129 e 27th stnew york ny 10016,Indian,Yes,1
111,298,298,726,1217,utsav restaurant,1185 avenue of the americas ,"1185 avenue of the americas new york city, ny 10036-2601",Indian;Vegetarian Friendly;Vegan Options,Yes,simon sips,1185 ave of the americas,1185 ave of the americasnew york ny 10036,Coffee & Tea,Yes,0
166,430,430,1069,1545,aunt jake's nyc,151 mulberry st ,"151 mulberry st new york city, ny 10013-4721",Italian;Vegetarian Friendly;Vegan Options,Yes,aunt jake’s,151 mulberry st,151 mulberry stnew york ny 10013,Italian;Wine Bars;Pasta Shops,Yes,1
267,704,704,1829,2982,barilla restaurants,1065 avenue of the americas ,"1065 avenue of the americas new york city, ny 10018-1878",Italian;Pizza;Mediterranean,Yes,mastro’s steakhouse,1285 avenue of the americas,1285 avenue of the americasnew york ny 10019,Steakhouses,No,0
207,544,544,1370,2548,masa,10 columbus cir ,"10 columbus cir new york city, ny 10019-1158",Japanese;Sushi;Asian,No,ascent lounge,10 columbus cirfl 4,10 columbus cirfl 4new york ny 10019,Cocktail Bars;Venues & Event Spaces;Lounges,No,0
40,104,104,275,2343,bryant park grill,25 w 40th st ,"25 w 40th st new york city, ny 10018-2601",American;Vegetarian Friendly;Vegan Options,No,bryant park hotel,40 w 40th st,40 w 40th stnew york ny 10018,Hotels,No,0
274,724,724,1876,1588,the flying cock,497 3rd ave ,"497 3rd ave new york city, ny 10016-4854",American;Bar;Pub,Yes,the flying cock pub,497 3rd ave,497 3rd avenew york ny 10016,Pubs;Breakfast & Brunch,Yes,1
516,1405,1405,3367,1140,banh mi zon,443 e 6th st ,"443 e 6th st new york city, ny 10009-6340",Vietnamese,No,amor y amargo,443 e 6th st,443 e 6th stnew york ny 10009,Cocktail Bars,No,0
79,209,209,528,2418,cote korean steakhouse,16 w 22nd st ,"16 w 22nd st new york city, ny 10010-5803",Steakhouse;International;Barbecue,Yes,cote,16 w 22nd st,16 w 22nd stnew york ny 10010,Korean;Steakhouses;Cocktail Bars,No,1
460,1234,1234,3030,1166,filaga pizzeria e rosticerria siciliana,75 9th ave ,"75 9th ave new york city, ny 10011-7006",Italian;Pizza;Fast Food,Yes,cull & pistol oyster bar,75 9th ave,75 9th avenew york ny 10011,Seafood;Wine Bars,No,0
462,1240,1240,3034,1403,pardon my french,103 avenue b ,"103 avenue b new york city, ny 10009-6279",French;European,No,pmf pardon my french,103 ave b,103 ave bnew york ny 10009,French;Cocktail Bars;Breakfast & Brunch,Yes,1
327,861,861,2209,2982,world famous ray's pizza,595 avenue of the americas ,"595 avenue of the americas new york city, ny 10011-2016",Italian;Pizza;Fast Food,Yes,mastro’s steakhouse,1285 avenue of the americas,1285 avenue of the americasnew york ny 10019,Steakhouses,No,0
13,44,44,131,2973,aquavit,65 e 55th st ,"65 e 55th st new york city, ny 10022-3219",European;Swedish;Scandinavian,No,aquavit,65 e 55th st,65 e 55th stnew york ny 10022,Scandinavian,No,1
287,763,763,1939,2276,bill's townhouse,57 e 54th st ,"57 e 54th st new york city, ny 10022-4206",American;Vegetarian Friendly;Gluten Free Options,No,bill’s townhouse,57 e 54th st,57 e 54th stnew york ny 10022,American (New);Salad;Sandwiches,No,1
326,859,859,2206,2286,natsumi,226 w 50th st ,"226 w 50th st new york city, ny 10019-6702",Japanese;Sushi;Asian,Yes,natsumi,226 w 50th st,226 w 50th stnew york ny 10019,Sushi Bars;Japanese;Lounges,Yes,1
121,317,317,772,3073,bv's burger,120 w 45th st ,"120 w 45th st new york city, ny 10036-4195",American;Gluten Free Options,No,bobby van’s steakhouse,120 w 45th st,120 w 45th stnew york ny 10036,Steakhouses;Seafood;American (Traditional),Yes,1
251,663,663,1736,2220,chimichurri grill,609 9th ave ,"609 9th ave new york city, ny 10036-3700",Steakhouse;Latin;Argentinean,No,chimichurri grill,609 9th ave,609 9th avenew york ny 10036,Latin American;Steakhouses;Argentine,Yes,1
228,611,611,1548,169,num pang sandwich shop,28 e 12th st ,"28 e 12th st new york city, ny 10003-4448",,No,num pang kitchen,28 e 12th st,28 e 12th stnew york ny 10003,Cambodian;Sandwiches,Yes,1
416,1119,1119,2811,411,matto espresso,252 w 37th st ,"252 w 37th st new york city, ny 10018-6636",Italian;American;Cafe,No,madman espresso,336 w 37th st,336 w 37th stnew york ny 10018,Coffee & Tea,Yes,0
511,1390,1390,3325,2042,brandy library,25 n moore st ,"25 n moore st new york city, ny 10013-2460",,No,brandy library,25 n moore st,25 n moore stnew york ny 10013,American (New);Lounges;Wine Bars,No,1
161,422,422,1043,3016,gabriel kreuther,41 w 42nd st ,"41 w 42nd st new york city, ny 10036-8003",French;European;Vegetarian Friendly,No,gabriel kreuther,41 w 42nd st,41 w 42nd stnew york ny 10036,Bars;French,No,1
83,231,231,594,981,samba kitchen,661 9th ave ,"661 9th ave new york city, ny 10036-3659",Bar;South American;Brazilian,Yes,samba kitchen,661 9th ave,661 9th avenew york ny 10036,Brazilian;Latin American;Breakfast & Brunch,Yes,1
445,1200,1200,2992,2402,ibis lounge,151 e 50th st ,"151 e 50th st new york city, ny 10022-7510",Mediterranean,No,empire steak house,151 e 50th st,151 e 50th stnew york ny 10022,Steakhouses;Wine Bars;Seafood,Yes,0
117,312,312,767,1406,kashkaval garden,852 9th ave ,"852 9th ave new york city, ny 10019-4452",Canadian;International;Mediterranean,Yes,kashkaval garden,852 9th ave,852 9th avenew york ny 10019,Mediterranean;Fondue;Tapas Bars,Yes,1
374,1029,1029,2642,943,nish nush,88 reade st ,"88 reade st new york city, ny 10013-3814",Fast Food;Mediterranean;Middle Eastern,Yes,nish nush,88 reade st,88 reade stnew york ny 10013,Middle Eastern;Moroccan;Greek,Yes,1
465,1251,1251,3048,1166,num pang sandwich shop,75 9th ave ,"75 9th ave new york city, ny 10011-7006",Fast Food,Yes,cull & pistol oyster bar,75 9th ave,75 9th avenew york ny 10011,Seafood;Wine Bars,No,0
497,1346,1346,3239,2430,ecco!,124 chambers st ,"124 chambers st new york city, ny 10007-1002",Italian;Gluten Free Options,No,ecco,124 chambers st,124 chambers stnew york ny 10007,Italian,Yes,1
25,69,69,173,742,cafemarie,120 macdougal st ,"120 macdougal st new york city, ny 10012-1246",,No,mighty bowl,120 macdougal st,120 macdougal stnew york ny 10012,Asian Fusion;Japanese;Poke,Yes,0
110,291,291,717,3013,mighty quinn's,225 liberty st ,"225 liberty st new york city, ny 10281-1048",American;Fast Food;Barbecue,Yes,l’appart,225 liberty st,225 liberty stnew york ny 10281,French,No,0
149,393,393,985,671,american cut steakhouse midtown,109 e 56th st ,"109 e 56th st new york city, ny 10022-2661",American;Steakhouse;Gluten Free Options,No,ninth street espresso,109 e 56th st,109 e 56th stnew york ny 10022,Coffee & Tea,Yes,0
413,1114,1114,2796,2584,casa lever,390 park avenue at 53rd street ,"390 park avenue at 53rd street new york city, ny 10022-4608",Italian;Gluten Free Options;Vegetarian Friendly,No,casa lever,390 park ave,390 park avenew york ny 10022,Italian;Breakfast & Brunch;Lounges,No,1
152,401,401,999,1510,carroll place,157 bleecker st ,"157 bleecker st new york city, ny 10012-1625",American;Pizza;Gastropub,Yes,carroll place,157 bleecker st,157 bleecker stnew york ny 10012,Italian;Wine Bars;Venues & Event Spaces,Yes,1
16,49,49,136,2855,a voce columbus,10 columbus cir ,"10 columbus cir new york city, ny 10019-1158",Italian;Gluten Free Options,No,bar masa,10 columbus cirfl 4,10 columbus cirfl 4new york ny 10019,Japanese,No,0
498,1350,1350,3250,658,taco mix,234 e 116th st ,"234 e 116th st new york city, ny 10029-1412",Mexican;Latin;Fast Food,No,taco mix,234 e 116th st,234 e 116th stnew york ny 10029,Mexican,Yes,1
331,872,872,2230,1919,the eddy,342 e 6th st ,"342 e 6th st new york city, ny 10003-8727",American,No,the eddy,342 e 6th st,342 e 6th stnew york ny 10003,American (New);Cocktail Bars;Wine Bars,No,1
109,290,290,717,1700,mighty quinn's,225 liberty st ,"225 liberty st new york city, ny 10281-1048",American;Fast Food;Barbecue,Yes,tartinery hudson eats,225 liberty st,225 liberty stnew york ny 10281,French,Yes,0
522,1419,1419,3404,1270,ruby's,219 mulberry st ,"219 mulberry st new york city, ny 10012-5735",American;Cafe;Vegetarian Friendly,Yes,ruby’s cafe,219 mulberry st,219 mulberry stnew york ny 10012,Burgers;Coffee & Tea;Breakfast & Brunch,Yes,1
461,1238,1238,3031,2414,bobo,181 w 10th st ,"181 w 10th st new york city, ny 10014-3130",French;Gluten Free Options,No,bobo,181 w 10th st,181 w 10th stnew york ny 10014,American (New);French;Bars,No,1
513,1394,1394,3345,2383,bar ciccio alimentari,190 avenue of the americas ,"190 avenue of the americas new york city, ny 10013-1222",Italian;Vegetarian Friendly,No,48 lounge,1221 avenue of the americas,1221 avenue of the americasnew york ny 10020,Lounges;Venues & Event Spaces,No,0
139,370,370,928,2416,norma's,119 w 56th st ,"119 w 56th st new york city, ny 10019-4000",American;Vegetarian Friendly;Vegan Options,No,norma’s,119 w 56th st,119 w 56th stnew york ny 10019,Breakfast & Brunch;American (New),No,1
237,628,628,1588,1463,westville east,173 avenue a ,"173 avenue a new york city, ny 10009-4501",American;Vegetarian Friendly;Gluten Free Options,Yes,westville - east,173 ave a,173 ave anew york ny 10009,American (Traditional);Beer Bar;Bakeries,Yes,1
451,1214,1214,3012,5,giovanni rana pastificio e cucina,75 9th ave ,"75 9th ave new york city, ny 10011-7006",Italian;Mediterranean;Vegetarian Friendly,Yes,los tacos no.1,75 9th ave,75 9th avenew york ny 10011,Mexican,Yes,0
260,689,689,1802,917,briciola,370 w 51st st ,"370 w 51st st new york city, ny 10019-6403",Italian;Vegetarian Friendly,No,b side pizza & wine bar,370 w 51st st,370 w 51st stnew york ny 10019,Pizza;Italian;Wine Bars,Yes,0
352,944,944,2459,3085,the loopy doopy rooftop bar,102 n end ave ,"102 n end ave new york city, ny 10282-1238",Bar,No,conrad new york hotel,102 n end ave,102 n end avenew york ny 10282,Hotels,No,0
270,717,717,1862,2702,arno ristorante,141 w 38th st ,"141 w 38th st new york city, ny 10018-5074",Italian;Vegetarian Friendly;Vegan Options,No,arno ristorante,141 w 38th st,141 w 38th stnew york ny 10018,Italian;Wine Bars,Yes,1
317,829,829,2142,2455,bodega negra,355 w 16th st ,"355 w 16th st new york city, ny 10011-5902",Mexican;Latin;Spanish,No,bodega negra,355 w 16th stdream downtown,355 w 16th stdream downtownnew york ny 10011,Mexican,No,1
323,848,848,2183,2391,the fat radish,17 orchard st ,"17 orchard st new york city, ny 10002-6164",American;Vegetarian Friendly;Vegan Options,No,the fat radish,17 orchard st,17 orchard stnew york ny 10002,British;American (New),Yes,1
542,1478,1478,3528,1187,the jeffrey craft beer bar and bites,311 e 60th st ,"311 e 60th st new york city, ny 10022-1572",American;Bar;Pub,No,the jeffrey craft beer & bites,311 e 60th st,311 e 60th stnew york ny 10022,Bars;American (New);Coffee & Tea,Yes,1
248,658,658,1718,562,pizza hut,2 penn plz ,"2 penn plz new york city, ny 10121-0101",,Yes,krispy kreme,2 penn plz,2 penn plznew york ny 10121,Donuts;Coffee & Tea,Yes,0
450,1213,1213,3011,922,beyond sushi,229 e 14th st ,"229 e 14th st new york city, ny 10003-4111",Healthy;Sushi;Asian,Yes,beyond sushi,229 e 14th st,229 e 14th stnew york ny 10003,Sushi Bars;Vegan;Kosher,Yes,1
410,1102,1102,2783,1086,t salon chelsea market,75 9th ave ,"75 9th ave new york city, ny 10011-7006",,No,the lobster place,75 9th ave,75 9th avenew york ny 10011,Seafood Markets;Seafood,Yes,0
483,1299,1299,3130,996,angel's share,8 stuyvesant st ,"8 stuyvesant st new york city, ny 10003-7501",,No,angel’s share,8 stuyvesant st,8 stuyvesant stnew york ny 10003,Cocktail Bars;Speakeasies,No,1
535,1465,1465,3501,2941,american cut steakhouse tribeca,363 greenwich st ,"363 greenwich st new york city, ny 10013-2844",American;Steakhouse,No,american cut steakhouse,363 greenwich st,363 greenwich stnew york ny 10013,Steakhouses;American (New),Yes,1
19,56,56,151,1711,excellent dumpling house,165 w 23rd st ,"165 w 23rd st new york city, ny 10011-2404",Chinese,No,excellent dumpling house,165 w 23rd st,165 w 23rd stnew york ny 10011,Dim Sum;Seafood;Soup,Yes,1
328,862,862,2214,2598,danish dogs,89 e 42nd st ,"89 e 42nd st new york city, ny 10017-5503",Scandinavian;Danish;Fast Food,No,grand central oyster bar,89 e 42nd st,89 e 42nd stnew york ny 10017,Seafood,Yes,0
296,788,788,2011,1967,oiji,119 1st ave ,"119 1st ave new york city, ny 10003-2963",Asian;Korean;Contemporary,No,oiji,119 1st ave,119 1st avenew york ny 10003,Korean,No,1
530,1448,1448,3445,2114,tomoe sushi,172 thompson st ,"172 thompson st new york city, ny 10012-2576",Japanese;Sushi;Asian,Yes,tomoe sushi,172 thompson st,172 thompson stnew york ny 10012,Sushi Bars,Yes,1
269,711,711,1845,2007,employees only,510 hudson st ,"510 hudson st new york city, ny 10014-2854",American;Bar;International,No,employees only,510 hudson st,510 hudson stnew york ny 10014,American (New);Diners;Cocktail Bars,No,1
363,989,989,2562,2982,waverly diner,385 avenue of the americas ,"385 avenue of the americas new york city, ny 10014-3516",American;Cafe;Diner,Yes,mastro’s steakhouse,1285 avenue of the americas,1285 avenue of the americasnew york ny 10019,Steakhouses,No,0
226,607,607,1538,2964,omakase room by tatsu,14 christopher st ,"14 christopher st new york city, ny 10014-3523",Japanese,No,omakase room by tatsu,14 christopher st,14 christopher stnew york ny 10014,Sushi Bars;Japanese,No,1
94,249,249,640,6,buddakan,75 9th ave ,"75 9th ave new york city, ny 10011-7006",Chinese;Japanese;Asian,No,chelsea market,75 9th ave,75 9th avenew york ny 10011,Public Markets,No,0
3,4,4,26,1972,pret a manger,30 rockefeller plz ,"30 rockefeller plz new york city, ny 10112-0015",American;Cafe;Fast Food,Yes,bar sixtyfive,30 rockefeller plzfl 65,30 rockefeller plzfl 65new york ny 10112,Cocktail Bars;Venues & Event Spaces;American (New),No,1
509,1378,1378,3295,2070,trademark burger,110 thompson st ,"110 thompson st new york city, ny 10012-3749",American,No,cocotte,110 thompson st,110 thompson stnew york ny 10012,French;Basque,No,0
125,328,328,805,3096,peacock alley,301 park ave ,"301 park ave new york city, ny 10022-6844",American;Seafood;Vegetarian Friendly,No,peacock alley,301 park avewaldorf astoria,301 park avewaldorf astorianew york ny 10022,Breakfast & Brunch;American (New);Lounges,Yes,1
280,743,743,1923,5,tuck shop,75 9th ave ,"75 9th ave new york city, ny 10011-7006",Australian,Yes,los tacos no.1,75 9th ave,75 9th avenew york ny 10011,Mexican,Yes,0
286,762,762,1930,2388,the dutch,131 sullivan st ,"131 sullivan st new york city, ny 10012-3043",Seafood;American;Contemporary,No,the dutch,131 sullivan st,131 sullivan stnew york ny 10012,American (Traditional),Yes,1
77,197,197,497,2344,wallse,344 w 11th st ,"344 w 11th st new york city, ny 10014-2391",German;Austrian;European,No,wallse,344 w 11th st,344 w 11th stnew york ny 10014,German;Austrian;Modern European,No,1
563,1538,1538,3682,272,nippon restaurant,155 e 52nd st ,"155 e 52nd st new york city, ny 10022-6029",Japanese;Sushi;Asian,No,ground central,155 e 52nd st,155 e 52nd stnew york ny 10022,Coffee & Tea;Salad;Sandwiches,Yes,0
444,1199,1199,2987,2525,bar boulud,1900 broadway ,"1900 broadway new york city, ny 10023-7004",French;Vegetarian Friendly;Gluten Free Options,No,bar boulud,1900 broadway,1900 broadwaynew york ny 10023,French;Wine Bars,No,1
